organisation_number,primary_sdg,primary_sdg_title,secondary_sdgs,focus_summary,sdg_confidence,overseas_engagement,engagement_confidence,tag_model
230271,3,Good Health and Well-being,,Fundraises in UK for Bikurcholim Hospital providing medical care in Jerusalem.,high,funds_partners_abroad,high,claude-haiku-4-5
230827,4,Quality Education,1,Funds Jewish education institutions and poverty relief in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
230886,4,Quality Education,,Advances veterinary medicine education and research for practitioners worldwide.,medium,uk_fundraising_only,high,claude-haiku-4-5
230940,16,"Peace, Justice and Strong Institutions",,Provides Christian Science information to media and public institutions.,low,uk_fundraising_only,high,claude-haiku-4-5
231022,15,Life on Land,,Promotes Catholic teachings on animal welfare throughout the Catholic world.,medium,operates_directly_abroad,medium,claude-haiku-4-5
231043,13,Climate Action,15,International scientific society promoting glaciology research and publications.,medium,uk_fundraising_only,high,claude-haiku-4-5
231060,16,"Peace, Justice and Strong Institutions",4,Advances public financial governance standards and education in UK public sector.,high,uk_fundraising_only,high,claude-haiku-4-5
231070,4,Quality Education,16,Publishes and distributes Christian Bible study materials and missionary support globally.,medium,funds_partners_abroad,medium,claude-haiku-4-5
231143,16,"Peace, Justice and Strong Institutions",,Supports Capuchin Friars' religious and charitable work in Great Britain.,low,uk_fundraising_only,medium,claude-haiku-4-5
231160,1,No Poverty,,Grants assistance to the poor near Dominican pastoral centers in England.,high,uk_fundraising_only,high,claude-haiku-4-5
231161,4,Quality Education,,"Promotes academic study of Iranian history, culture and archaeology.",high,uk_fundraising_only,high,claude-haiku-4-5
231410,16,"Peace, Justice and Strong Institutions",,Charitable trust advancing Roman Catholic religious work and mission.,low,uk_fundraising_only,medium,claude-haiku-4-5
231861,1,No Poverty,,Discretionary charitable trust with broad charitable objectives.,low,uk_fundraising_only,low,claude-haiku-4-5
231914,1,No Poverty,3,Provides relief assistance to indigent British nationals in Italy.,high,funds_partners_abroad,high,claude-haiku-4-5
231942,4,Quality Education,,Funds early-career academics in management studies education.,high,uk_fundraising_only,high,claude-haiku-4-5
231951,16,"Peace, Justice and Strong Institutions",,"Promotes Christian unity, interfaith dialogue and social works globally.",high,operates_directly_abroad,medium,claude-haiku-4-5
232082,4,Quality Education,1,Funds Orthodox Jewish education and poverty relief in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
232083,3,Good Health and Well-being,4; 16,"Supports Christian missionaries, care homes and children's services in UK and overseas.",medium,operates_directly_abroad,high,claude-haiku-4-5
232177,16,"Peace, Justice and Strong Institutions",,Supports charitable work of Franciscan Friars Minor order.,low,operates_directly_abroad,medium,claude-haiku-4-5
232190,3,Good Health and Well-being,4; 16,Catholic congregation providing education and welfare services in England and Wales.,medium,uk_fundraising_only,medium,claude-haiku-4-5
232379,4,Quality Education,3,Operates nursery education and provides pastoral care services.,high,uk_fundraising_only,high,claude-haiku-4-5
232411,4,Quality Education,1; 16,Catholic sisters providing education for poor children and Christian formation.,high,operates_directly_abroad,medium,claude-haiku-4-5
232478,1,No Poverty,3; 4,"Funds education, health, welfare and environmental projects in Southern Africa.",medium,funds_partners_abroad,high,claude-haiku-4-5
232492,4,Quality Education,,Funds scholarships for post-graduate study and educational advancement initiatives globally.,high,funds_partners_abroad,high,claude-haiku-4-5
232532,4,Quality Education,3; 1,"Operates school, nursing home and retreat center in UK.",high,uk_fundraising_only,high,claude-haiku-4-5
232541,16,"Peace, Justice and Strong Institutions",1,Advances religious and charitable works in Roman Catholic tradition in Nigeria and Liberia.,low,operates_directly_abroad,high,claude-haiku-4-5
232633,4,Quality Education,3; 16,"Sisters support education, care, social work and missionary work globally.",high,funds_partners_abroad,high,claude-haiku-4-5
232666,9,"Industry, Innovation and Infrastructure",4,Raises funds in the UK for Weizmann Institute of Science in Israel.,high,funds_partners_abroad,high,claude-haiku-4-5
232670,4,Quality Education,16,"Religious community providing educational, pastoral and evangelical charitable works.",medium,operates_directly_abroad,medium,claude-haiku-4-5
232674,16,"Peace, Justice and Strong Institutions",4,Evangelical church denomination maintaining congregations and training evangelists.,medium,uk_fundraising_only,high,claude-haiku-4-5
232689,3,Good Health and Well-being,4; 10,Raises funds for Alyn Orthopaedic Hospital for Children in Jerusalem.,high,funds_partners_abroad,high,claude-haiku-4-5
232709,4,Quality Education,16,"Supports Catholic clergy, parishes and Christian education in Liverpool.",high,uk_fundraising_only,high,claude-haiku-4-5
232759,16,"Peace, Justice and Strong Institutions",17,Promotes Bible availability and accessibility worldwide through partnerships.,high,operates_directly_abroad,high,claude-haiku-4-5
232835,3,Good Health and Well-being,4; 1,"Sisters support education, care, healthcare and social work.",high,uk_fundraising_only,high,claude-haiku-4-5
232908,4,Quality Education,3; 1,"Congregation runs schools, health centres and social projects globally.",high,operates_directly_abroad,high,claude-haiku-4-5
232931,3,Good Health and Well-being,16,"Franciscan Sisters provide nursing, residential and community care; support missions.",high,funds_partners_abroad,high,claude-haiku-4-5
233000,4,Quality Education,11,"Collects, translates and publishes early Iranian inscriptions and documents.",medium,uk_fundraising_only,high,claude-haiku-4-5
233082,16,"Peace, Justice and Strong Institutions",4; 17,Funds and coordinates Scripture translation in multiple languages worldwide.,high,operates_directly_abroad,high,claude-haiku-4-5
233108,16,"Peace, Justice and Strong Institutions",,"Sisters provide religious and social ministry across Africa, Asia and Latin America.",high,operates_directly_abroad,high,claude-haiku-4-5
233118,1,No Poverty,3; 4,Provides poverty and sickness relief and education to Hungarians globally.,high,funds_partners_abroad,medium,claude-haiku-4-5
233236,16,"Peace, Justice and Strong Institutions",,Religious order supporting charitable work; no detailed activities provided.,low,uk_fundraising_only,low,claude-haiku-4-5
233335,16,"Peace, Justice and Strong Institutions",,Priestly congregation advancing religious and charitable work.,low,uk_fundraising_only,low,claude-haiku-4-5
233382,16,"Peace, Justice and Strong Institutions",,Evangelical mission providing Christian ministry to indigenous people in Bolivia.,high,operates_directly_abroad,high,claude-haiku-4-5
233392,9,"Industry, Innovation and Infrastructure",4,Professional body advancing structural engineering standards and knowledge.,high,uk_fundraising_only,high,claude-haiku-4-5
233414,16,"Peace, Justice and Strong Institutions",,Evangelical fellowship; dormant since 1998 merger with SIM International.,high,operates_directly_abroad,medium,claude-haiku-4-5
233574,15,Life on Land,4,Prevents animal cruelty in Greece and promotes animal welfare education.,high,operates_directly_abroad,high,claude-haiku-4-5
233640,1,No Poverty,3; 16,Religious order providing pastoral care and support for vulnerable people globally.,high,funds_partners_abroad,high,claude-haiku-4-5
233705,3,Good Health and Well-being,,Provides emergency medical identification system for people with hidden health conditions.,high,operates_directly_abroad,high,claude-haiku-4-5
233872,4,Quality Education,1; 16,"Congregation providing education, poverty relief and social care in developing countries.",high,operates_directly_abroad,high,claude-haiku-4-5
234026,1,No Poverty,4; 3,Missionary organization supporting parish ministry and missions in developing countries.,high,funds_partners_abroad,high,claude-haiku-4-5
234081,9,"Industry, Innovation and Infrastructure",4,"Promotes nautical science through research grants, publications and knowledge exchange.",high,uk_fundraising_only,high,claude-haiku-4-5
234184,16,"Peace, Justice and Strong Institutions",,Religious congregation supporting charitable and spiritual work.,low,uk_fundraising_only,low,claude-haiku-4-5
234185,3,Good Health and Well-being,4,"Missionary Sisters providing elder care, pastoral work and nursing in Tanzania.",high,operates_directly_abroad,high,claude-haiku-4-5
234298,4,Quality Education,11; 15,"Funds research and knowledge dissemination in economic, social and natural history.",high,uk_fundraising_only,high,claude-haiku-4-5
234307,3,Good Health and Well-being,4; 17,International confederation promoting physical therapy standards and global cooperation.,high,operates_directly_abroad,high,claude-haiku-4-5
234434,1,No Poverty,3,Provides residential care and support for elderly people in poverty.,high,uk_fundraising_only,high,claude-haiku-4-5
234436,16,"Peace, Justice and Strong Institutions",10; 4,"Congregation providing parish ministry, retreats and support for marginalized people.",high,uk_fundraising_only,medium,claude-haiku-4-5
234457,9,"Industry, Innovation and Infrastructure",,Makes charitable donations and funds medical physics research in Jerusalem.,high,funds_partners_abroad,high,claude-haiku-4-5
234472,3,Good Health and Well-being,4,Supports people with bowel surgery and promotes related research and knowledge.,high,uk_fundraising_only,high,claude-haiku-4-5
234497,3,Good Health and Well-being,,Religious order dedicated to serving the sick; no activities reported this year.,low,uk_fundraising_only,low,claude-haiku-4-5
234518,4,Quality Education,1; 3,"Anglican organization supporting church leaders, education and health in 20+ countries.",high,operates_directly_abroad,high,claude-haiku-4-5
234714,17,Partnerships for the Goals,16,Provides financial and legal services to facilitate tax-effective giving to charities.,high,funds_partners_abroad,high,claude-haiku-4-5
234913,16,"Peace, Justice and Strong Institutions",,"Funds missionary organizations spreading Christianity in Malawi, Peru and Poland.",high,funds_partners_abroad,high,claude-haiku-4-5
234998,1,No Poverty,,Family grant-making trust providing donations to various charitable organizations.,low,uk_fundraising_only,low,claude-haiku-4-5
235342,1,No Poverty,10; 3,"Congregation supporting poverty relief, elder care and assistance for vulnerable groups.",high,operates_directly_abroad,medium,claude-haiku-4-5
235351,4,Quality Education,8,"Promotes economic and political science through research, publication and education.",high,uk_fundraising_only,high,claude-haiku-4-5
235409,1,No Poverty,,Charitable trust making grants and loans to various registered charities.,low,uk_fundraising_only,low,claude-haiku-4-5
235410,1,No Poverty,,Pension fund providing retirement security for Unitarian ministers and families.,high,uk_fundraising_only,high,claude-haiku-4-5
235561,1,No Poverty,3,Provides financial support and medical assistance to retired cricketers in need.,high,uk_fundraising_only,high,claude-haiku-4-5
235703,1,No Poverty,16; 3,Raises funds for Catholic missionary work supporting poor and marginalized overseas.,high,funds_partners_abroad,high,claude-haiku-4-5
235705,1,No Poverty,16,Provides financial assistance to convert clergy and ex-Anglican Sisters in need.,high,uk_fundraising_only,high,claude-haiku-4-5
235708,16,"Peace, Justice and Strong Institutions",4,"Provides Christian ministry, Scripture education and pastoral support to Armed Forces.",high,operates_directly_abroad,medium,claude-haiku-4-5
